,Confirmed,Country/Region,Deaths,Date,region,Recovered,Suspected,Time,Latitude,Longitude,Y,M,D,date_new
1521,1.0,Finland,0.0,1-31-20,Finland,0.0,0.0,14:00,63.2467777,25.9209164,2020,01,31,31-01-2020
1522,1.0,Philippines,0.0,1-31-20,Philippines,0.0,0.0,14:00,12.7503486,122.7312101,2020,01,31,31-01-2020
1523,1.0,India,0.0,1-31-20,India,0.0,0.0,14:00,22.3511148,78.6677428,2020,01,31,31-01-2020
1524,1.0,Sweden,0.0,1-31-20,Sweden,0.0,0.0,14:00,59.6749712,14.5208584,2020,01,31,31-01-2020
1525,9.0,Mainland China,0.0,1-23-20,Anhui,0.0,4.0,12:00,32.0,117.0,2020,01,23,23-01-2020
1526,22.0,Mainland China,0.0,1-23-20,Beijing,0.0,0.0,12:00,39.906217,116.3912757,2020,01,23,23-01-2020
1527,9.0,Mainland China,0.0,1-23-20,Chongqing,0.0,0.0,12:00,29.5585712,106.5492822,2020,01,23,23-01-2020
1528,5.0,Mainland China,0.0,1-23-20,Fujian,0.0,2.0,12:00,26.5450001,117.842778,2020,01,23,23-01-2020
1529,2.0,Mainland China,0.0,1-23-20,Gansu,0.0,0.0,12:00,38.0000001,101.9999999,2020,01,23,23-01-2020
1530,32.0,Mainland China,0.0,1-23-20,Guangdong,2.0,1.0,12:00,23.1357694,113.1982688,2020,01,23,23-01-2020
1531,5.0,Mainland China,0.0,1-23-20,Guangxi,0.0,0.0,12:00,24.0,109.0,2020,01,23,23-01-2020
1532,3.0,Mainland China,0.0,1-23-20,Guizhou,0.0,0.0,12:00,27.0,107.0,2020,01,23,23-01-2020
1533,5.0,Mainland China,0.0,1-23-20,Hainan,0.0,32.0,12:00,19.2000001,109.5999999,2020,01,23,23-01-2020
1534,1.0,Mainland China,1.0,1-23-20,Hebei,0.0,0.0,12:00,39.0000001,116.0,2020,01,23,23-01-2020
1535,2.0,Mainland China,0.0,1-23-20,Heilongjiang,0.0,0.0,12:00,48.0000047,127.999992,2020,01,23,23-01-2020
1536,5.0,Mainland China,0.0,1-23-20,Henan,0.0,0.0,12:00,34.0000001,113.9999999,2020,01,23,23-01-2020
1537,2.0,Hong Kong,0.0,1-23-20,Hong Kong,0.0,65.0,12:00,22.2793278,114.1628131,2020,01,23,23-01-2020
1538,444.0,Mainland China,17.0,1-23-20,Hubei,28.0,0.0,12:00,31.15172525,112.87832224656043,2020,01,23,23-01-2020
1539,9.0,Mainland China,0.0,1-23-20,Hunan,0.0,0.0,12:00,27.9995878,112.009538,2020,01,23,23-01-2020
1540,0.0,Mainland China,0.0,1-23-20,Inner Mongolia,0.0,1.0,12:00,43.2443242,114.3251664,2020,01,23,23-01-2020
1541,5.0,Mainland China,0.0,1-23-20,Jiangsu,0.0,0.0,12:00,33.0000001,119.9999999,2020,01,23,23-01-2020
1542,7.0,Mainland China,0.0,1-23-20,Jiangxi,0.0,0.0,12:00,28.0,116.0,2020,01,23,23-01-2020
1543,1.0,Mainland China,0.0,1-23-20,Jilin,0.0,0.0,12:00,42.9995032,125.9816054,2020,01,23,23-01-2020
1544,3.0,Mainland China,0.0,1-23-20,Liaoning,0.0,0.0,12:00,40.9975197,122.9955469,2020,01,23,23-01-2020
1545,2.0,Macau,0.0,1-23-20,Macau,0.0,0.0,12:00,22.1757605,113.5514142,2020,01,23,23-01-2020
1546,1.0,Mainland China,0.0,1-23-20,Ningxia,0.0,0.0,12:00,37.0000001,105.9999999,2020,01,23,23-01-2020
1548,3.0,Mainland China,0.0,1-23-20,Shaanxi,0.0,1.0,12:00,36.0,109.0,2020,01,23,23-01-2020
1549,6.0,Mainland China,0.0,1-23-20,Shandong,0.0,2.0,12:00,36.0000001,118.9999999,2020,01,23,23-01-2020
1550,16.0,Mainland China,0.0,1-23-20,Shanghai,0.0,22.0,12:00,31.2322758,121.4692071,2020,01,23,23-01-2020
1551,1.0,Mainland China,0.0,1-23-20,Shanxi,0.0,0.0,12:00,37.0,112.0,2020,01,23,23-01-2020
1552,8.0,Mainland China,0.0,1-23-20,Sichuan,0.0,2.0,12:00,30.5000001,102.4999999,2020,01,23,23-01-2020
1553,1.0,Taiwan,0.0,1-23-20,Taiwan,0.0,0.0,12:00,23.9739374,120.9820179,2020,01,23,23-01-2020
1554,4.0,Mainland China,0.0,1-23-20,Tianjin,0.0,0.0,12:00,39.1235635,117.1980785,2020,01,23,23-01-2020
1556,1.0,US,0.0,1-23-20,Washington,0.0,0.0,12:00,38.8948932,-77.0365529,2020,01,23,23-01-2020
1557,2.0,Mainland China,0.0,1-23-20,Xinjiang,0.0,0.0,12:00,41.7574769,87.16738423046897,2020,01,23,23-01-2020
1558,2.0,Mainland China,0.0,1-23-20,Yunnan,0.0,0.0,12:00,25.0,102.0,2020,01,23,23-01-2020
1559,27.0,Mainland China,0.0,1-23-20,Zhejiang,0.0,0.0,12:00,29.0000001,119.9999999,2020,01,23,23-01-2020
1560,1.0,Japan,0.0,1-23-20,Japan,0.0,0.0,12:00,36.5748441,139.2394179,2020,01,23,23-01-2020
1561,3.0,Thailand,0.0,1-23-20,Thailand,0.0,0.0,12:00,14.8971921,100.83273,2020,01,23,23-01-2020
1562,1.0,South Korea,0.0,1-23-20,South Korea,0.0,0.0,12:00,36.638392,127.6961188,2020,01,23,23-01-2020
1563,1.0,Singapore ,0.0,1-23-20,Singapore ,0.0,0.0,12:00,1.357107,103.8194992,2020,01,23,23-01-2020
1564,0.0,Philippines,0.0,1-23-20,Philippines,0.0,4.0,12:00,12.7503486,122.7312101,2020,01,23,23-01-2020
1565,0.0,Malaysia,0.0,1-23-20,Malaysia,0.0,4.0,12:00,4.5693754,102.2656823,2020,01,23,23-01-2020
1566,2.0,Vietnam,0.0,1-23-20,Vietnam,0.0,0.0,12:00,13.2904027,108.4265113,2020,01,23,23-01-2020
1567,0.0,Australia,0.0,1-23-20,Australia,0.0,1.0,12:00,-24.7761086,134.755,2020,01,23,23-01-2020
1568,0.0,Mexico,0.0,1-23-20,Mexico,0.0,1.0,12:00,19.4326296,-99.1331785,2020,01,23,23-01-2020
1569,0.0,Brazil,0.0,1-23-20,Brazil,0.0,1.0,12:00,-10.3333333,-53.2,2020,01,23,23-01-2020
1570,0.0,Colombia,0.0,1-23-20,Colombia,0.0,1.0,12:00,2.8894434,-73.783892,2020,01,23,23-01-2020
1571,22112.0,Mainland China,618.0,2-6-20,Hubei,817.0,0.0,23:23,31.15172525,112.87832224656043,2020,02,06,06-02-2020
1572,970.0,Mainland China,0.0,2-6-20,Guangdong,69.0,0.0,12:43,23.1357694,113.1982688,2020,02,06,06-02-2020
1573,954.0,Mainland China,0.0,2-6-20,Zhejiang,94.0,0.0,10:53,29.0000001,119.9999999,2020,02,06,06-02-2020
1574,851.0,Mainland China,2.0,2-6-20,Henan,56.0,0.0,11:23,34.0000001,113.9999999,2020,02,06,06-02-2020
1575,711.0,Mainland China,0.0,2-6-20,Hunan,81.0,0.0,13:13,27.9995878,112.009538,2020,02,06,06-02-2020
1576,600.0,Mainland China,0.0,2-6-20,Jiangxi,37.0,0.0,2:33,28.0,116.0,2020,02,06,06-02-2020
1577,591.0,Mainland China,0.0,2-6-20,Anhui,34.0,0.0,13:33,32.0,117.0,2020,02,06,06-02-2020
1578,400.0,Mainland China,2.0,2-6-20,Chongqing,24.0,0.0,13:43,29.5585712,106.5492822,2020,02,06,06-02-2020
1579,373.0,Mainland China,0.0,2-6-20,Jiangsu,34.0,0.0,8:03,33.0000001,119.9999999,2020,02,06,06-02-2020
1580,347.0,Mainland China,0.0,2-6-20,Shandong,27.0,0.0,7:53,36.0000001,118.9999999,2020,02,06,06-02-2020
1581,321.0,Mainland China,1.0,2-6-20,Sichuan,31.0,0.0,8:03,30.5000001,102.4999999,2020,02,06,06-02-2020
1582,274.0,Mainland China,1.0,2-6-20,Beijing,31.0,0.0,3:23,39.906217,116.3912757,2020,02,06,06-02-2020
1583,257.0,Mainland China,1.0,2-6-20,Shanghai,25.0,0.0,6:53,31.2322758,121.4692071,2020,02,06,06-02-2020
1584,227.0,Mainland China,3.0,2-6-20,Heilongjiang,8.0,0.0,8:13,48.0000047,127.999992,2020,02,06,06-02-2020
1585,215.0,Mainland China,0.0,2-6-20,Fujian,14.0,0.0,11:03,26.5450001,117.842778,2020,02,06,06-02-2020
1586,173.0,Mainland China,0.0,2-6-20,Shaanxi,9.0,0.0,13:53,36.0,109.0,2020,02,06,06-02-2020
1587,168.0,Mainland China,0.0,2-6-20,Guangxi,14.0,0.0,4:13,24.0,109.0,2020,02,06,06-02-2020
1588,157.0,Mainland China,1.0,2-6-20,Hebei,13.0,0.0,13:53,39.0000001,116.0,2020,02,06,06-02-2020
1589,133.0,Mainland China,0.0,2-6-20,Yunnan,7.0,0.0,9:43,25.0,102.0,2020,02,06,06-02-2020
1590,106.0,Mainland China,1.0,2-6-20,Hainan,8.0,0.0,11:13,19.2000001,109.5999999,2020,02,06,06-02-2020
1591,96.0,Mainland China,0.0,2-6-20,Shanxi,12.0,0.0,23:03,37.0,112.0,2020,02,06,06-02-2020
1592,94.0,Mainland China,0.0,2-6-20,Liaoning,5.0,0.0,14:33,40.9975197,122.9955469,2020,02,06,06-02-2020
1593,78.0,Mainland China,1.0,2-6-20,Tianjin,2.0,0.0,6:23,39.1235635,117.1980785,2020,02,06,06-02-2020
1594,71.0,Mainland China,1.0,2-6-20,Guizhou,6.0,0.0,9:53,27.0,107.0,2020,02,06,06-02-2020
1595,62.0,Mainland China,0.0,2-5-20,Gansu,6.0,0.0,16:23,38.0000001,101.9999999,2020,02,05,05-02-2020
1596,59.0,Mainland China,0.0,2-6-20,Jilin,4.0,0.0,14:23,42.9995032,125.9816054,2020,02,06,06-02-2020
1597,46.0,Mainland China,0.0,2-6-20,Inner Mongolia,4.0,0.0,2:23,43.2443242,114.3251664,2020,02,06,06-02-2020
1598,45.0,Japan,0.0,2-6-20,Japan,1.0,0.0,2:53,36.5748441,139.2394179,2020,02,06,06-02-2020
1599,40.0,Mainland China,0.0,2-6-20,Ningxia,1.0,0.0,2:13,37.0000001,105.9999999,2020,02,06,06-02-2020
1600,36.0,Mainland China,0.0,2-6-20,Xinjiang,0.0,0.0,1:13,41.7574769,87.16738423046897,2020,02,06,06-02-2020
1601,28.0,Singapore,0.0,2-5-20,Singapore,0.0,0.0,16:33,1.357107,103.8194992,2020,02,05,05-02-2020
1602,25.0,Thailand,0.0,2-4-20,Thailand,5.0,0.0,15:33,14.8971921,100.83273,2020,02,04,04-02-2020
1603,24.0,Hong Kong,1.0,2-6-20,Hong Kong,0.0,0.0,14:43,22.2793278,114.1628131,2020,02,06,06-02-2020
1604,23.0,South Korea,0.0,2-6-20,South Korea,0.0,0.0,2:53,36.638392,127.6961188,2020,02,06,06-02-2020
1605,18.0,Mainland China,0.0,2-6-20,Qinghai,3.0,0.0,2:13,35.40709525,95.95211573241954,2020,02,06,06-02-2020
1606,16.0,Taiwan,0.0,2-6-20,Taiwan,1.0,0.0,15:03,23.9739374,120.9820179,2020,02,06,06-02-2020
1607,12.0,Germany,0.0,2-3-20,Germany,0.0,0.0,20:53,51.0834196,10.4234469,2020,02,03,03-02-2020
1608,12.0,Malaysia,0.0,2-5-20,Malaysia,0.0,0.0,15:43,4.5693754,102.2656823,2020,02,05,05-02-2020
1609,10.0,Macau,0.0,2-6-20,Macau,1.0,0.0,14:23,22.1757605,113.5514142,2020,02,06,06-02-2020
1610,10.0,Vietnam,0.0,2-6-20,Vietnam,1.0,0.0,1:13,13.2904027,108.4265113,2020,02,06,06-02-2020
1611,6.0,France,0.0,2-1-20,France,0.0,0.0,1:52,46.603354,1.8883335,2020,02,01,01-02-2020
1612,5.0,United Arab Emirates,0.0,2-2-20,United Arab Emirates,0.0,0.0,5:43,24.0002488,53.9994829,2020,02,02,02-02-2020
1613,4.0,Australia,0.0,2-6-20,New South Wales,2.0,0.0,3:13,-31.8759835,147.2869493,2020,02,06,06-02-2020
1614,4.0,Australia,0.0,2-6-20,Queensland,0.0,0.0,2:53,-22.1646782,144.5844903,2020,02,06,06-02-2020
1615,4.0,Australia,0.0,2-1-20,Victoria,0.0,0.0,18:12,-36.5986096,144.6780052,2020,02,01,01-02-2020
1616,3.0,India,0.0,2-3-20,India,0.0,0.0,21:43,22.3511148,78.6677428,2020,02,03,03-02-2020
1617,2.0,Australia,0.0,2-2-20,South Australia,0.0,0.0,22:33,-30.5343665,135.6301212,2020,02,02,02-02-2020
1618,2.0,Canada,0.0,2-5-20,British Columbia,0.0,0.0,17:33,55.001251,-125.002441,2020,02,05,05-02-2020
1619,2.0,Canada,0.0,2-4-20,"Toronto, ON",0.0,0.0,0:13,43.653963,-79.387207,2020,02,04,04-02-2020
1620,2.0,Italy,0.0,1-31-20,Italy,0.0,0.0,8:15,42.6384261,12.674297,2020,01,31,31-01-2020
1621,2.0,Philippines,1.0,2-2-20,Philippines,0.0,0.0,3:33,12.7503486,122.7312101,2020,02,02,02-02-2020
1622,2.0,Russia,0.0,1-31-20,Russia,0.0,0.0,16:13,64.6863136,97.7453061,2020,01,31,31-01-2020
1623,2.0,UK,0.0,2-1-20,UK,0.0,0.0,1:52,54.7023545,-3.2765753,2020,02,01,01-02-2020
1624,2.0,US,0.0,2-1-20,"Chicago, IL",0.0,0.0,19:43,41.8755616,-87.6244212,2020,02,01,01-02-2020
1625,2.0,US,0.0,2-3-20,"San Benito, CA",0.0,0.0,3:53,36.6248089,-121.1177379,2020,02,03,03-02-2020
1626,2.0,US,0.0,2-3-20,"Santa Clara, CA",0.0,0.0,0:43,37.2333253,-121.6846349,2020,02,03,03-02-2020
1627,1.0,Belgium,0.0,2-4-20,Belgium,0.0,0.0,15:43,50.6402809,4.6667145,2020,02,04,04-02-2020
1628,1.0,Cambodia,0.0,1-31-20,Cambodia,0.0,0.0,8:15,13.5066394,104.869423,2020,01,31,31-01-2020
1629,1.0,Canada,0.0,2-4-20,"London, ON",0.0,0.0,0:03,42.9836747,-81.2496068,2020,02,04,04-02-2020
1630,1.0,Finland,0.0,1-31-20,Finland,0.0,0.0,8:15,63.2467777,25.9209164,2020,01,31,31-01-2020
1631,1.0,Mainland China,0.0,2-1-20,Tibet,0.0,0.0,1:52,31.894343149999997,87.07813712706509,2020,02,01,01-02-2020
1632,1.0,Nepal,0.0,1-31-20,Nepal,0.0,0.0,8:15,28.1083929,84.0917139,2020,01,31,31-01-2020
1633,1.0,Spain,0.0,2-1-20,Spain,0.0,0.0,23:43,39.3262345,-4.8380649,2020,02,01,01-02-2020
1634,1.0,Sri Lanka,0.0,1-31-20,Sri Lanka,0.0,0.0,8:15,7.5554942,80.7137847,2020,01,31,31-01-2020
1635,1.0,Sweden,0.0,2-1-20,Sweden,0.0,0.0,2:13,59.6749712,14.5208584,2020,02,01,01-02-2020
1636,1.0,US,0.0,2-1-20,"Boston, MA",0.0,0.0,19:43,42.3602534,-71.0582912,2020,02,01,01-02-2020
1637,1.0,US,0.0,2-1-20,"Los Angeles, CA",0.0,0.0,19:53,34.0536909,-118.2427666,2020,02,01,01-02-2020
1638,1.0,US,0.0,2-5-20,"Madison, WI",0.0,0.0,21:53,43.074761,-89.3837613,2020,02,05,05-02-2020
1639,1.0,US,0.0,2-1-20,"Orange, CA",0.0,0.0,19:53,45.8413676,-74.2168946,2020,02,01,01-02-2020
1640,1.0,US,0.0,2-1-20,"Seattle, WA",0.0,0.0,19:43,47.6038321,-122.3300624,2020,02,01,01-02-2020
1641,1.0,US,0.0,2-1-20,"Tempe, AZ",0.0,0.0,19:43,33.4255056,-111.9400125,2020,02,01,01-02-2020
1642,11177.0,Mainland China,350.0,2-2-2020,Hubei,295.0,0.0,23:43,31.15172525,112.87832224656043,2020,02,02,02-02-2020
1643,724.0,Mainland China,0.0,2-3-2020,Zhejiang,36.0,0.0,1:33,29.0000001,119.9999999,2020,02,03,03-02-2020
1644,683.0,Mainland China,0.0,2-3-2020,Guangdong,15.0,0.0,1:33,23.1357694,113.1982688,2020,02,03,03-02-2020
1645,566.0,Mainland China,2.0,2-3-2020,Henan,14.0,0.0,1:03,34.0000001,113.9999999,2020,02,03,03-02-2020
1646,521.0,Mainland China,0.0,2-3-2020,Hunan,16.0,0.0,1:33,27.9995878,112.009538,2020,02,03,03-02-2020
1647,408.0,Mainland China,0.0,2-3-2020,Anhui,7.0,0.0,0:53,32.0,117.0,2020,02,03,03-02-2020
1648,391.0,Mainland China,0.0,2-3-2020,Jiangxi,18.0,0.0,1:33,28.0,116.0,2020,02,03,03-02-2020
1649,300.0,Mainland China,2.0,2-2-2020,Chongqing,7.0,0.0,23:33,29.5585712,106.5492822,2020,02,02,02-02-2020
1650,271.0,Mainland China,0.0,2-3-2020,Jiangsu,7.0,0.0,1:03,33.0000001,119.9999999,2020,02,03,03-02-2020
1651,254.0,Mainland China,1.0,2-3-2020,Sichuan,12.0,0.0,1:03,30.5000001,102.4999999,2020,02,03,03-02-2020
1652,246.0,Mainland China,0.0,2-3-2020,Shandong,6.0,0.0,1:13,36.0000001,118.9999999,2020,02,03,03-02-2020
1653,193.0,Mainland China,1.0,2-3-2020,Shanghai,10.0,0.0,0:03,31.2322758,121.4692071,2020,02,03,03-02-2020
1654,191.0,Mainland China,1.0,2-2-2020,Beijing,9.0,0.0,8:43,39.906217,116.3912757,2020,02,02,02-02-2020
1655,159.0,Mainland China,0.0,2-2-2020,Fujian,0.0,0.0,3:43,26.5450001,117.842778,2020,02,02,02-02-2020
1656,127.0,Mainland China,0.0,2-3-2020,Guangxi,2.0,0.0,0:13,24.0,109.0,2020,02,03,03-02-2020
1657,116.0,Mainland China,0.0,2-2-2020,Shaanxi,0.0,0.0,3:23,36.0,109.0,2020,02,02,02-02-2020
1658,113.0,Mainland China,1.0,2-3-2020,Hebei,3.0,0.0,0:23,39.0000001,116.0,2020,02,03,03-02-2020
1659,105.0,Mainland China,0.0,2-2-2020,Yunnan,3.0,0.0,18:03,25.0,102.0,2020,02,02,02-02-2020
1660,95.0,Mainland China,2.0,2-2-2020,Heilongjiang,2.0,0.0,3:23,48.0000047,127.999992,2020,02,02,02-02-2020
1661,71.0,Mainland China,1.0,2-3-2020,Hainan,4.0,0.0,0:43,19.2000001,109.5999999,2020,02,03,03-02-2020
1662,70.0,Mainland China,0.0,2-2-2020,Liaoning,1.0,0.0,18:03,40.9975197,122.9955469,2020,02,02,02-02-2020
1663,66.0,Mainland China,0.0,2-2-2020,Shanxi,3.0,0.0,23:23,37.0,112.0,2020,02,02,02-02-2020
1664,51.0,Mainland China,0.0,2-2-2020,Gansu,3.0,0.0,23:43,38.0000001,101.9999999,2020,02,02,02-02-2020
1665,48.0,Mainland China,0.0,2-2-2020,Tianjin,1.0,0.0,9:43,39.1235635,117.1980785,2020,02,02,02-02-2020
1666,46.0,Mainland China,0.0,2-3-2020,Guizhou,2.0,0.0,1:03,27.0,107.0,2020,02,03,03-02-2020
1667,31.0,Mainland China,0.0,2-3-2020,Jilin,1.0,0.0,0:53,42.9995032,125.9816054,2020,02,03,03-02-2020
1668,28.0,Mainland China,0.0,2-2-2020,Ningxia,0.0,0.0,1:43,37.0000001,105.9999999,2020,02,02,02-02-2020
1669,27.0,Mainland China,0.0,2-2-2020,Inner Mongolia,1.0,0.0,3:43,43.2443242,114.3251664,2020,02,02,02-02-2020
1670,24.0,Mainland China,0.0,2-3-2020,Xinjiang,0.0,0.0,1:13,41.7574769,87.16738423046897,2020,02,03,03-02-2020
1671,20.0,Japan,0.0,2-1-2020,Japan,1.0,0.0,18:53,36.5748441,139.2394179,2020,02,01,01-02-2020
1672,19.0,Thailand,0.0,1-31-2020,Thailand,5.0,0.0,10:37,14.8971921,100.83273,2020,01,31,31-01-2020
1673,18.0,Singapore,0.0,2-2-2020,Singapore,0.0,0.0,1:03,1.357107,103.8194992,2020,02,02,02-02-2020
1674,15.0,Hong Kong,0.0,2-2-2020,Hong Kong,0.0,0.0,23:53,22.2793278,114.1628131,2020,02,02,02-02-2020
1675,15.0,South Korea,0.0,2-2-2020,South Korea,0.0,0.0,2:23,36.638392,127.6961188,2020,02,02,02-02-2020
1676,11.0,Mainland China,0.0,2-2-2020,Qinghai,0.0,0.0,5:33,35.40709525,95.95211573241954,2020,02,02,02-02-2020
1677,10.0,Germany,0.0,2-2-2020,Germany,0.0,0.0,18:03,51.0834196,10.4234469,2020,02,02,02-02-2020
1678,10.0,Taiwan,0.0,1-31-2020,Taiwan,0.0,0.0,15:20,23.9739374,120.9820179,2020,01,31,31-01-2020
1679,8.0,Macau,0.0,2-2-2020,Macau,0.0,0.0,4:23,22.1757605,113.5514142,2020,02,02,02-02-2020
1680,8.0,Malaysia,0.0,1-31-2020,Malaysia,0.0,0.0,8:15,4.5693754,102.2656823,2020,01,31,31-01-2020
1681,6.0,France,0.0,2-1-2020,France,0.0,0.0,1:52,46.603354,1.8883335,2020,02,01,01-02-2020
1682,6.0,Vietnam,0.0,2-1-2020,Vietnam,1.0,0.0,7:38,13.2904027,108.4265113,2020,02,01,01-02-2020
1683,5.0,United Arab Emirates,0.0,2-2-2020,United Arab Emirates,0.0,0.0,5:43,24.0002488,53.9994829,2020,02,02,02-02-2020
1684,4.0,Australia,0.0,2-1-2020,New South Wales,2.0,0.0,18:12,-31.8759835,147.2869493,2020,02,01,01-02-2020
1685,4.0,Australia,0.0,2-1-2020,Victoria,0.0,0.0,18:12,-36.5986096,144.6780052,2020,02,01,01-02-2020
1686,3.0,Canada,0.0,2-1-2020,Ontario,0.0,0.0,18:12,50.000678,-86.000977,2020,02,01,01-02-2020
1687,2.0,Australia,0.0,2-2-2020,Queensland,0.0,0.0,22:33,-22.1646782,144.5844903,2020,02,02,02-02-2020
1688,2.0,Australia,0.0,2-2-2020,South Australia,0.0,0.0,22:33,-30.5343665,135.6301212,2020,02,02,02-02-2020
1689,2.0,India,0.0,2-2-2020,India,0.0,0.0,6:03,22.3511148,78.6677428,2020,02,02,02-02-2020
1690,2.0,Italy,0.0,1-31-2020,Italy,0.0,0.0,8:15,42.6384261,12.674297,2020,01,31,31-01-2020
1691,2.0,Philippines,1.0,2-2-2020,Philippines,0.0,0.0,3:33,12.7503486,122.7312101,2020,02,02,02-02-2020
1692,2.0,Russia,0.0,1-31-2020,Russia,0.0,0.0,16:13,64.6863136,97.7453061,2020,01,31,31-01-2020
1693,2.0,UK,0.0,2-1-2020,UK,0.0,0.0,1:52,54.7023545,-3.2765753,2020,02,01,01-02-2020
1694,2.0,US,0.0,2-1-2020,"Chicago, IL",0.0,0.0,19:43,41.8755616,-87.6244212,2020,02,01,01-02-2020
1695,2.0,US,0.0,2-3-2020,"Santa Clara, CA",0.0,0.0,0:43,37.2333253,-121.6846349,2020,02,03,03-02-2020
1696,1.0,Cambodia,0.0,1-31-2020,Cambodia,0.0,0.0,8:15,13.5066394,104.869423,2020,01,31,31-01-2020
1697,1.0,Canada,0.0,2-1-2020,British Columbia,0.0,0.0,18:12,55.001251,-125.002441,2020,02,01,01-02-2020
1698,1.0,Finland,0.0,1-31-2020,Finland,0.0,0.0,8:15,63.2467777,25.9209164,2020,01,31,31-01-2020
1699,1.0,Mainland China,0.0,2-1-2020,Tibet,0.0,0.0,1:52,31.894343149999997,87.07813712706509,2020,02,01,01-02-2020
1700,1.0,Nepal,0.0,1-31-2020,Nepal,0.0,0.0,8:15,28.1083929,84.0917139,2020,01,31,31-01-2020
1701,1.0,Spain,0.0,2-1-2020,Spain,0.0,0.0,23:43,39.3262345,-4.8380649,2020,02,01,01-02-2020
1702,1.0,Sri Lanka,0.0,1-31-2020,Sri Lanka,0.0,0.0,8:15,7.5554942,80.7137847,2020,01,31,31-01-2020
1703,1.0,Sweden,0.0,2-1-2020,Sweden,0.0,0.0,2:13,59.6749712,14.5208584,2020,02,01,01-02-2020
1704,1.0,US,0.0,2-1-2020,"Boston, MA",0.0,0.0,19:43,42.3602534,-71.0582912,2020,02,01,01-02-2020
1705,1.0,US,0.0,2-1-2020,"Los Angeles, CA",0.0,0.0,19:53,34.0536909,-118.2427666,2020,02,01,01-02-2020
1706,1.0,US,0.0,2-1-2020,"Orange, CA",0.0,0.0,19:53,45.8413676,-74.2168946,2020,02,01,01-02-2020
1707,1.0,US,0.0,2-1-2020,"Seattle, WA",0.0,0.0,19:43,47.6038321,-122.3300624,2020,02,01,01-02-2020
1708,1.0,US,0.0,2-1-2020,"Tempe, AZ",0.0,0.0,19:43,33.4255056,-111.9400125,2020,02,01,01-02-2020
1709,2714.0,Mainland China,100.0,1-27-2020,Hubei,47.0,0.0,20:30,31.15172525,112.87832224656043,2020,01,27,27-01-2020
1710,173.0,Mainland China,0.0,1-27-2020,Zhejiang,1.0,0.0,20:30,29.0000001,119.9999999,2020,01,27,27-01-2020
1711,168.0,Mainland China,1.0,1-27-2020,Henan,0.0,0.0,20:30,34.0000001,113.9999999,2020,01,27,27-01-2020
1712,151.0,Mainland China,0.0,1-27-2020,Guangdong,4.0,0.0,20:30,23.1357694,113.1982688,2020,01,27,27-01-2020
1713,132.0,Mainland China,0.0,1-27-2020,Chongqing,0.0,0.0,20:30,29.5585712,106.5492822,2020,01,27,27-01-2020
1714,106.0,Mainland China,0.0,1-27-2020,Anhui,0.0,0.0,20:30,32.0,117.0,2020,01,27,27-01-2020
1715,100.0,Mainland China,0.0,1-27-2020,Hunan,0.0,0.0,20:30,27.9995878,112.009538,2020,01,27,27-01-2020
1716,90.0,Mainland China,0.0,1-27-2020,Sichuan,0.0,0.0,20:30,30.5000001,102.4999999,2020,01,27,27-01-2020
1717,87.0,Mainland China,0.0,1-27-2020,Shandong,0.0,0.0,20:30,36.0000001,118.9999999,2020,01,27,27-01-2020
1718,80.0,Mainland China,1.0,1-27-2020,Beijing,2.0,0.0,20:30,39.906217,116.3912757,2020,01,27,27-01-2020
1719,72.0,Mainland China,0.0,1-27-2020,Jiangxi,2.0,0.0,20:30,28.0,116.0,2020,01,27,27-01-2020
1720,70.0,Mainland China,0.0,1-27-2020,Jiangsu,1.0,0.0,20:30,33.0000001,119.9999999,2020,01,27,27-01-2020
1721,66.0,Mainland China,1.0,1-27-2020,Shanghai,3.0,0.0,20:30,31.2322758,121.4692071,2020,01,27,27-01-2020
1722,59.0,Mainland China,0.0,1-27-2020,Fujian,0.0,0.0,20:30,26.5450001,117.842778,2020,01,27,27-01-2020
1723,51.0,Mainland China,0.0,1-27-2020,Guangxi,0.0,0.0,20:30,24.0,109.0,2020,01,27,27-01-2020
1724,35.0,Mainland China,0.0,1-27-2020,Shaanxi,0.0,0.0,20:30,36.0,109.0,2020,01,27,27-01-2020
1725,33.0,Mainland China,1.0,1-27-2020,Hainan,0.0,0.0,20:30,19.2000001,109.5999999,2020,01,27,27-01-2020
1726,33.0,Mainland China,1.0,1-27-2020,Hebei,0.0,0.0,20:30,39.0000001,116.0,2020,01,27,27-01-2020
1727,30.0,Mainland China,1.0,1-27-2020,Heilongjiang,0.0,0.0,20:30,48.0000047,127.999992,2020,01,27,27-01-2020
1728,27.0,Mainland China,0.0,1-27-2020,Liaoning,0.0,0.0,20:30,40.9975197,122.9955469,2020,01,27,27-01-2020
1729,26.0,Mainland China,0.0,1-27-2020,Yunnan,0.0,0.0,20:30,25.0,102.0,2020,01,27,27-01-2020
1730,23.0,Mainland China,0.0,1-27-2020,Tianjin,0.0,0.0,20:30,39.1235635,117.1980785,2020,01,27,27-01-2020
1731,20.0,Mainland China,0.0,1-27-2020,Shanxi,0.0,0.0,20:30,37.0,112.0,2020,01,27,27-01-2020
1732,19.0,Mainland China,0.0,1-27-2020,Gansu,0.0,0.0,20:30,38.0000001,101.9999999,2020,01,27,27-01-2020
1733,11.0,Mainland China,0.0,1-27-2020,Inner Mongolia,0.0,0.0,20:30,43.2443242,114.3251664,2020,01,27,27-01-2020
